	Stop number	Name without locality	Locality	Locality number	Code	Stop No	NaPTAN stop class	NaPTANId	Easting	Northing	lat	lon
13767	15007	Broadford Road	Nutgrove	E0825031	->N	4336	BCT	8250DB004336	715588	727609	53.28617641	-6.26646343
13768	15008	Ballyogan Road	Stepaside	E0825012	->E	4313	BCT	8250DB004313	721111	724277	53.25501424	-6.184944977
13769	15009	Nutgrove Shopping Centre	Nutgrove	E0825031	->N	4337	BCT	8250DB004337	715408	728111	53.29072503	-6.268979329
13770	15009	Nutgrove Shopping Centre	Nutgrove	E0825031	->S	433	BCT	8250DB004332	715421	728040	53.29008442	-6.268810229
13771	15010	Marley Court South	Nutgrove	E0825031	->S	4333	BCT	8250DB004333	715599	727616	53.2862369	-6.266295994
13772	15011	The Sycamores	Ballybrack	E0825007	->N	3557	BCT	8250DB003557	725237	723753	53.24935042	-6.12335161
13773	15012	Moorfield	Ballybrack	E0825007	->NW	3560	BCT	8250DB003560	725155	724144	53.25288181	-6.124425997
13774	15013	Scoil Eoin School	Ballybrack	E0825007	->S1	497	BCT	8250DB004971	724884	724562	53.2567002	-6.128320896
13775	15013	Scoil Eoin School	Ballybrack	E0825007	->S	356	BCT	8250DB003561	724871	724562	53.25670326	-6.128515617
13776	15014	Liwara	Ballybrack	E0825007	->N	3556	BCT	8250DB003556	725245	723616	53.24811797	-6.123285668
13777	15015	Hazelwood Estate	Shankill	E0825008	->N	3553	BCT	8250DB003553	725289	722605	53.23902653	-6.123024264
13778	15016	Garden Centre	Dún Laoghaire-Rathdown	E0825034	->SE	4086	BCT	8250DB004086	721149	721323	53.22847105	-6.1854988
13779	15016	Garden Centre	Dún Laoghaire-Rathdown	E0825034	->NW	4123	BCT	8250DB004123	721119	721366	53.22886414	-6.185931546
13780	15017	Claremount Estate	Shankill	E0825008	->S	4124	BCT	8250DB004124	725226	721357	53.2278315	-6.124457688
13781	15018	Shanganagh Cemetery	Dún Laoghaire-Rathdown	E0825034	->SE	4126	BCT	8250DB004126	725405	720726	53.22212148	-6.122026395
13782	15019	Kilternan Sports Hotel	Dún Laoghaire-Rathdown	E0825034	->S	4087	BCT	8250DB004087	721420	720765	53.22339693	-6.181654556
13783	15019	Kilternan Sports Hotel	Dún Laoghaire-Rathdown	E0825034	->N	41	BCT	8250DB004122	721411	720764	53.22339	-6.181789644
13784	15020	Kerrymount Green	Cornelscourt	E0825021	->S	330	BCT	8250DB003309	722348	725635	53.26692881	-6.1658948
13785	15021	Torquay Road	Foxrock	E0825003	->SE	3315	BCT	8250DB003315	720839	726219	53.27252033	-6.188281768
13786	15022	Cornelscourt Hill	Cornelscourt	E0825021	->SW	3307	BCT	8250DB003307	722320	725553	53.26619871	-6.166345831
13787	15023	Brewery Road	Galloping Green	E0825032	->NE	3320	BCT	8250DB003320	720366	727261	53.28198767	-6.194975107
13788	15023	Brewery Road	Galloping Green	E0825032	->SW	32	BCT	8250DB003299	720367	727240	53.28179881	-6.19496807
13789	15025	Woodford estate	Galloping Green	E0825032	->S	330	BCT	8250DB003302	720112	726527	53.27545203	-6.199059326
13790	15026	Sallynoggin Road (Sallynoggin Park)	Sallynoggin	E0825024	->NE	3343	BCT	8250DB003343	723783	726704	53.27619818	-6.143979196
13791	15027	Coppinger Wood	Galloping Green	E0825032	->W	3345	BCT	8250DB003345	720981	728102	53.28940206	-6.185437424
13792	15027	Coppinger Wood	Galloping Green	E0825032	->SE	3344	BCT	8250DB003344	720926	728156	53.28989966	-6.186241352
13793	15028	Kilmacud Crokes GAA	Stillorgan	E0825009	->W1	3323	BCT	8250DB003323	719838	727944	53.28824233	-6.202631281
13794	15028	Kilmacud Crokes GAA	Stillorgan	E0825009	->W	33	BCT	8250DB003322	719896	727933	53.28813042	-6.201765998
13795	15029	Leopardstown Roundabout	Sandyford	E0825011	->N	3317	BCT	8250DB003317	720010	726351	53.27389417	-6.200654282
13796	15030	Brewery Road (Galloping Green)	Galloping Green	E0825032	->SW1	3300	BCT	8250DB003300	720226	727041	53.28004326	-6.197156621
13797	15030	Brewery Road (Galloping Green)	Galloping Green	E0825032	->SW	3318	BCT	8250DB003318	720214	727011	53.2797765	-6.197347811
13799	15031	Allen Park Road	Stillorgan	E0825009	->E	33	BCT	8250DB003321	719986	727973	53.28846936	-6.200401779
13800	15032	Enniskerry Road (Ballycorus Rd)	Kiltiernan (Dublin)	E0825013	->SE	328	BCT	8250DB003282	720598	722119	53.23574654	-6.193445803
13801	15032	Enniskerry Road (Ballycorus Rd)	Kiltiernan (Dublin)	E0825013	->NW	3283	BCT	8250DB003283	720569	722128	53.23583396	-6.193876582
13802	15033	Enniskerry Road (Glenamuck Road)	Kiltiernan (Dublin)	E0825013	->N	3284	BCT	8250DB003284	720387	722519	53.23938744	-6.196453788
13803	15033	Enniskerry Road (Glenamuck Road)	Kiltiernan (Dublin)	E0825013	->S	3478	BCT	8250DB003478	720407	722482	53.23905055	-6.196168304
13804	15034	Glenamuck Cottages	Kiltiernan (Dublin)	E0825013	->NE	3285	BCT	8250DB003285	720992	723142	53.24484615	-6.187158554
13805	15034	Glenamuck Cottages	Kiltiernan (Dublin)	E0825013	->SW	3278	BCT	8250DB003278	721013	723119	53.24463477	-6.186852816
13806	15035	Glenamuck Road	Kiltiernan (Dublin)	E0825013	->SE	3280	BCT	8250DB003280	720463	722341	53.2377713	-6.195383106
13807	15036	Carrickmines Tennis Club	Cornelscourt	E0825021	->SW	3276	BCT	8250DB003276	722040	724534	53.25711002	-6.170931562
13808	15036	Carrickmines Tennis Club	Cornelscourt	E0825021	->NE	328	BCT	8250DB003289	722040	724555	53.25729866	-6.170923512
13809	15037	Glenamuck Road	Carrickmines	E0825020	->SW	3277	BCT	8250DB003277	721350	723493	53.24791736	-6.181663844
13810	15038	Cromlech Close	Kiltiernan (Dublin)	E0825013	->NE	327	BCT	8250DB003279	720443	722556	53.2397071	-6.195601312
13811	15039	Plunkett Avenue	Foxrock	E0825003	->W	3268	BCT	8250DB003268	721490	725705	53.26775468	-6.178723112
13812	15039	Plunkett Avenue	Foxrock	E0825003	->E	3295	BCT	8250DB003295	721521	725734	53.26800808	-6.178247567
13813	15040	Gordon Avenue	Foxrock	E0825003	->NE	3296	BCT	8250DB003296	721728	725873	53.26920921	-6.175092919
13814	15041	Brynogue	Cornelscourt	E0825021	->E	3297	BCT	8250DB003297	721863	725932	53.26970819	-6.17304757
13815	15044	Brighton Road (Race Course)	Cornelscourt	E0825021	->NW	327	BCT	8250DB003272	721409	725078	53.26214118	-6.180175931
13816	15044	Brighton Road (Race Course)	Cornelscourt	E0825021	->NW1	32	BCT	8250DB003291	721445	725026	53.26166586	-6.179656458
13817	15045	Saint Fintan's	Sandyford	E0825011	->NW	34	BCT	8250DB003492	718499	725779	53.26909566	-6.223510226
13818	15046	Lambs Cross	Ballinteer	E0825006	->W	3493	BCT	8250DB003493	718096	725332	53.2651702	-6.22971458
13819	15046	Lambs Cross	Ballinteer	E0825006	->N	34	BCT	8250DB003491	718125	725373	53.26553204	-6.229264872
13820	15047	Woodside Road	Ballinteer	E0825006	->SE	3495	BCT	8250DB003495	717401	725197	53.2641117	-6.240177189
13821	15048	Castle Lodge	Stepaside	E0825012	->NE	3486	BCT	8250DB003486	719301	724711	53.25932249	-6.211893714
13822	15048	Castle Lodge	Stepaside	E0825012	->SW	347	BCT	8250DB003472	719296	724699	53.25921582	-6.211973112
13823	15049	Kilgobbin Road	Stepaside	E0825012	->N	3487	BCT	8250DB003487	719309	725036	53.26224006	-6.211652057
13824	15049	Kilgobbin Road	Stepaside	E0825012	->S	347	BCT	8250DB003471	719329	725025	53.26213675	-6.211356557
13825	15050	Murphystown Road Roundabout.	Stepaside	E0825012	->SE	3488	BCT	8250DB003488	719223	725224	53.26394812	-6.212870018
13826	15051	Leopardstown Heights	Stepaside	E0825012	->SE	346	BCT	8250DB003469	718994	725461	53.26612841	-6.21621224
13827	15051	Leopardstown Heights	Stepaside	E0825012	->NW	348	BCT	8250DB003489	718962	725471	53.26622541	-6.216687946
13828	15052	Barnacullia Water Works	Glencullen	E0825004	->SW	3504	BCT	8250DB003504	718665	722718	53.24156243	-6.222163685
13829	15053	Furry Hill	Glencullen	E0825004	->SE	3500	BCT	8250DB003500	718176	723976	53.25297177	-6.229019365
13830	15054	junction Blackglen Road	Ballinteer	E0825006	->SE	3496	BCT	8250DB003496	717565	725085	53.26306933	-6.237761501
13831	15055	Woodside Road(Slate Cabin Lane)	Ballinteer	E0825006	->S	3497	BCT	8250DB003497	717767	724947	53.26178493	-6.234786259
13832	15056	Rockfield	Glencullen	E0825004	->S	3498	BCT	8250DB003498	717948	724752	53.2599931	-6.232146913
13833	15057	Kilgobbin Heights	Stepaside	E0825012	->N	3485	BCT	8250DB003485	719078	724249	53.25522255	-6.215407098
13834	15058	Inver House	Stepaside	E0825012	->S	3473	BCT	8250DB003473	719148	724127	53.25411095	-6.214404232
13835	15059	Enniskerry Road	Stepaside	E0825012	->SE	3474	BCT	8250DB003474	719242	723953	53.25252686	-6.213061416
13836	15059	Enniskerry Road	Stepaside	E0825012	->NW	3484	BCT	8250DB003484	719187	723973	53.25271887	-6.213877712
13837	15060	Kilgobbin Road	Stepaside	E0825012	->SE	3470	BCT	8250DB003470	719257	725185	53.26359016	-6.21237525
13838	15061	Mart Lane (Westminster Road)	Cornelscourt	E0825021	->SE	3346	BCT	8250DB003346	721850	725939	53.26977405	-6.173239674
13839	15062	Bracken Brae	Sandyford	E0825011	->SE	3466	BCT	8250DB003466	718336	725950	53.27066808	-6.225888967
13840	15063	Sandyford Road (Hillcrest Road)	Sandyford	E0825011	->SE	3467	BCT	8250DB003467	718535	725752	53.26884509	-6.222980872
13841	15064	Church of Ireland Kilternan	Kiltiernan (Dublin)	E0825013	->S	348	BCT	8250DB003481	720180	723014	53.24388071	-6.199366551
13842	15065	Jamestown House	Stepaside	E0825012	->NW	348	BCT	8250DB003482	720069	723263	53.24614249	-6.200934908
13843	15066	Jamestown Golf Club	Stepaside	E0825012	->NW	3483	BCT	8250DB003483	719620	723638	53.24961231	-6.207518116
13844	15067	Moss Cottages	Dún Laoghaire-Rathdown	E0825034	->SE	347	BCT	8250DB003479	720880	721810	53.23290683	-6.189340917
13845	15068	Hillside	Stepaside	E0825012	->SE	3475	BCT	8250DB003475	719667	723619	53.24943105	-6.206821346
13846	15069	Brooklawn House	Stepaside	E0825012	->SE	3476	BCT	8250DB003476	720072	723270	53.24620469	-6.200887344
13847	15070	Longmeadow	Kiltiernan (Dublin)	E0825013	->S	3477	BCT	8250DB003477	720220	722918	53.24300933	-6.198803783
13848	15071	Rocwood Estate	Galloping Green	E0825032	->NW	206	BCT	8250DB002062	720912	726949	53.27906095	-6.186910352
13850	15072	Galloping Green	Galloping Green	E0825032	->NW	2063	BCT	8250DB002063	720718	727073	53.28021897	-6.189770734
13851	15073	Stillorgan Road	Stillorgan	E0825009	->N	2064	BCT	8250DB002064	720433	727345	53.282727	-6.193939091
13852	15074	Stillorgan Road	Stillorgan	E0825009	->S	2065	BCT	8250DB002065	720366	727574	53.28479921	-6.19485659
13853	15075	Knocksinna Estate	Foxrock	E0825003	->NW	206	BCT	8250DB002061	721370	726593	53.2757586	-6.18018225
13854	15076	Kill Lane (Foxrock Close)	Deansgrange	E0825025	->SW	2057	BCT	8250DB002057	722380	726835	53.27770035	-6.164953688
13855	15076	Kill Lane (Foxrock Close)	Deansgrange	E0825025	->NE2	20	BCT	8250DB002021	722414	726889	53.27817755	-6.164423368
13856	15077	Beech Park Avenue	Deansgrange	E0825025	->NE1	2020	BCT	8250DB002020	722281	726767	53.27711237	-6.166463474
13857	15077	Beech Park Avenue	Deansgrange	E0825025	->SW	2058	BCT	8250DB002058	722224	726711	53.27662249	-6.167339202
13858	15078	Kill Lane (Foxrock)	Deansgrange	E0825025	->SW	205	BCT	8250DB002059	722000	726544	53.27517397	-6.170760108
13859	15078	Kill Lane (Foxrock)	Deansgrange	E0825025	->NE	201	BCT	8250DB002019	722056	726625	53.27588867	-6.169889839
13860	15079	Foxrock Golf Course	Foxrock	E0825003	->NW	2060	BCT	8250DB002060	721715	726401	53.27395494	-6.175085679
13861	15081	North Avenue (Greenfield Road)	Mount Merrion	E0825018	->SE2	2080	BCT	8250DB002080	719225	729018	53.29802784	-6.211417284
13862	15081	North Avenue (Greenfield Road)	Mount Merrion	E0825018	->SE3	2074	BCT	8250DB002074	719242	729015	53.29799707	-6.211163516
13864	15084	Old Stillorgan Road (Woodlands Ave)	Stillorgan	E0825009	->NW	2067	BCT	8250DB002067	719923	728349	53.29186106	-6.201204263
13865	15085	Booterstown Avenue	Mount Merrion	E0825018	->N	206	BCT	8250DB002069	719594	729230	53.29984903	-6.205804777
13866	15086	Deansgrange Business Park	Deansgrange	E0825025	->SW	2056	BCT	8250DB002056	722578	727033	53.27943315	-6.16191009
13867	15087	Saint Michael's Terrace	Dun Laoghaire	E0825030	->S	2043	BCT	8250DB002043	723823	728521	53.29250968	-6.142671977
13868	15088	Community Training Centre	Dun Laoghaire	E0825030	->SW	2044	BCT	8250DB002044	723757	728337	53.29087235	-6.143733068
13869	15089	York Road (Mounttown Upper)	Dun Laoghaire	E0825030	->SW	2045	BCT	8250DB002045	723675	728135	53.28907705	-6.145040923
13870	15090	Lower Mounttown Road	Dun Laoghaire	E0825030	->S	2046	BCT	8250DB002046	723646	727791	53.2859939	-6.145609471
13871	15091	York Road	Dun Laoghaire	E0825030	->S	204	BCT	8250DB002042	723820	728648	53.29365113	-6.142667454
13872	15093	Royal Marine Road	Dun Laoghaire	E0825030	->SW1	2040	BCT	8250DB002040	724305	728559	53.29273823	-6.135431362
13873	15093	Royal Marine Road	Dun Laoghaire	E0825030	->SW2	2037	BCT	8250DB002037	724371	728674	53.29375571	-6.134396921
13874	15094	Bloomfield Shopping Centre	Dun Laoghaire	E0825030	->NW	204	BCT	8250DB002041	724045	728651	53.29362549	-6.139293172
13875	15095	Abbey Road	Kill of The Grange	E0825026	->S1	2055	BCT	8250DB002055	722821	727270	53.28150577	-6.158176747
13876	15095	Abbey Road	Kill of The Grange	E0825026	->S2	2054	BCT	8250DB002054	722747	727461	53.28323854	-6.159212076
13877	15096	Monkstown Avenue (Stradbrook Road)	Kill of The Grange	E0825026	->SW	205	BCT	8250DB002051	722697	727820	53.28647478	-6.159822904
13878	15096	Monkstown Avenue (Stradbrook Road)	Kill of The Grange	E0825026	->NE	2026	BCT	8250DB002026	722703	727839	53.28664406	-6.159725633
13879	15097	Oliver Plunkett Road	Dun Laoghaire	E0825030	->W	2047	BCT	8250DB002047	723535	727526	53.28363945	-6.147376239
13880	15097	Oliver Plunkett Road	Dun Laoghaire	E0825030	->E1	202	BCT	8250DB002029	723396	727550	53.28388738	-6.14945028
13881	15097	Oliver Plunkett Road	Dun Laoghaire	E0825030	->E2	2030	BCT	8250DB002030	723564	727531	53.28367761	-6.146939639
13882	15098	Saint Patrick's Crescent	Kill of The Grange	E0825026	->W	2048	BCT	8250DB002048	723328	727565	53.28403793	-6.150463663
13883	15099	Monkstown Farm	Monkstown (DunLaoghaire-Rathdown)	E0825023	->NW	204	BCT	8250DB002049	723071	727732	53.28559768	-6.15425101
13884	15099	Monkstown Farm	Monkstown (DunLaoghaire-Rathdown)	E0825023	->SE	2028	BCT	8250DB002028	723133	727703	53.2853228	-6.153332932
13885	15100	Monkstown Farm (Monkstown Ave)	Monkstown (DunLaoghaire-Rathdown)	E0825023	->NW	2050	BCT	8250DB002050	722855	727892	53.28708494	-6.157426771
13886	15100	Monkstown Farm (Monkstown Ave)	Monkstown (DunLaoghaire-Rathdown)	E0825023	->SE	2027	BCT	8250DB002027	722894	727879	53.28695913	-6.15684721
13887	15101	Saint Mary's Church	Sandyford	E0825011	->NW	2835	BCT	8250DB002835	718337	725930	53.2704882	-6.225881423
13888	15102	Clonard Road	Sandyford	E0825011	->NW	2837	BCT	8250DB002837	717998	726687	53.27736363	-6.230680242
13889	15102	Clonard Road	Sandyford	E0825011	->SE	283	BCT	8250DB002832	718020	726675	53.27725094	-6.23035499
13890	15104	Riverdale Apartments	Dundrum (Dun Laoghaire-Rathdown)	E0825002	->SE	2828	BCT	8250DB002828	717437	727655	53.28618343	-6.238730208
13891	15105	Sandyford Road	Sandyford	E0825011	->SE	282	BCT	8250DB002829	717569	727461	53.28441153	-6.236823314
13892	15106	Sandyford Road (Ballally Park)	Sandyford	E0825011	->SE	2830	BCT	8250DB002830	717791	727238	53.28235912	-6.233578355
13893	15107	Balally Hill	Sandyford	E0825011	->S	283	BCT	8250DB002831	717934	726874	53.27905763	-6.231570033
13894	15108	Lynwood Estate	Ballinteer	E0825006	->S	2843	BCT	8250DB002843	716983	727431	53.28427162	-6.245618044
13895	15109	Ashlawn Estate	Ballinteer	E0825006	->S	2844	BCT	8250DB002844	717031	727248	53.28261718	-6.244965936
13896	15110	Mayfield Terrace	Ballinteer	E0825006	->S	2845	BCT	8250DB002845	717061	726903	53.27951149	-6.244643308
13897	15111	Ballinteer Park	Ballinteer	E0825006	->SW	2846	BCT	8250DB002846	716846	726645	53.27724132	-6.247960436
13898	15112	Ballinteer Road	Dundrum (Dun Laoghaire-Rathdown)	E0825002	->S	284	BCT	8250DB002842	716923	727829	53.28786	-6.246370981
13899	15113	Ballawley Park	Ballinteer	E0825006	->N	2838	BCT	8250DB002838	717900	726951	53.27975686	-6.232051048
13900	15114	Ballawley Park (Dun Emer Road)	Ballinteer	E0825006	->N	283	BCT	8250DB002839	717757	727294	53.28286971	-6.234067218
13901	15115	Pallottine Fathers	Ballinteer	E0825006	->NW	2840	BCT	8250DB002840	717554	727452	53.28433401	-6.23705148
13902	15116	Dundrum Town Centre	Dundrum (Dun Laoghaire-Rathdown)	E0825002	->NW	284	BCT	8250DB002841	717342	727764	53.28718358	-6.240113997
13903	15117	Citizen Advice Centre	Dundrum (Dun Laoghaire-Rathdown)	E0825002	->SE	2827	BCT	8250DB002827	717264	727857	53.28803623	-6.241248915
13904	15118	Foster's Avenue (North Avenue)	Belfield	E0822097	->SW2	207	BCT	8250DB002072	719125	729446	53.30189488	-6.212756108
13905	15118	Foster's Avenue (North Avenue)	Belfield	E0822097	->NE	208	BCT	8250DB002082	719108	729453	53.30196158	-6.213008399
13906	15119	Fosters Avenue (Stillorgan Road)	Belfield	E0822097	->SW1	207	BCT	8250DB002071	719309	729579	53.30304818	-6.209947039
13907	15119	Fosters Avenue (Stillorgan Road)	Belfield	E0822097	->NE	2083	BCT	8250DB002083	719330	729611	53.3033309	-6.209620107
13908	15120	UCD Belfield Bridge	Belfield	E0822097	->NW	2084	BCT	8250DB002084	719189	729856	53.30556336	-6.211642508
13909	15121	Saint Peter's Road	Bray	E0835048	->N	2113	BCT	8250DB002113	725691	719334	53.20955061	-6.11829417
13910	15122	Deer Park	Mount Merrion	E0825018	->S	2075	BCT	8250DB002075	719298	728802	53.29607117	-6.21040387
13911	15123	Mount Merrion House	Mount Merrion	E0825018	->S	207	BCT	8250DB002079	719291	728877	53.29674644	-6.210480654
13912	15124	Dundrum Road	Windy Arbour	E0825015	->S	2823	BCT	8250DB002823	716896	728896	53.2974506	-6.246383134
13913	15124	Dundrum Road	Windy Arbour	E0825015	->N	2893	BCT	8250DB002893	716882	728920	53.29766927	-6.246584215
13914	15125	Main Street	Dundrum (Dun Laoghaire-Rathdown)	E0825002	->SE	2826	BCT	8250DB002826	717104	728018	53.28951781	-6.243588064
13915	15126	Central Mental Hospital	Windy Arbour	E0825015	->S	28	BCT	8250DB002822	716935	729320	53.3012507	-6.245642255
13916	15126	Central Mental Hospital	Windy Arbour	E0825015	->S1	28	BCT	8250DB002821	716935	729325	53.30129561	-6.245640414
13917	15126	Central Mental Hospital	Windy Arbour	E0825015	->N	2894	BCT	8250DB002894	716915	729284	53.30093173	-6.245955412
13918	15127	Emmet House	Clonskeagh	E0822048	->S	2818	BCT	8250DB002818	716865	730064	53.30794932	-6.246418047
13919	15128	Dundrum Road	Clonskeagh	E0822048	->N	2896	BCT	8250DB002896	716895	729847	53.30599344	-6.246048032
13920	15128	Dundrum Road	Clonskeagh	E0822048	->S	281	BCT	8250DB002819	716919	729791	53.30548511	-6.245708734
13921	15129	Dundrum Business Park	Windy Arbour	E0825015	->N	2895	BCT	8250DB002895	716954	729520	53.30304306	-6.245283682
13922	15129	Dundrum Business Park	Windy Arbour	E0825015	->S	2820	BCT	8250DB002820	716959	729544	53.30325754	-6.245199862
13923	15131	Lower Churchtown Road	Churchtown (DunLaoghaire-Rathdown)	E0825028	->S1	1034	BCT	8250DB001034	716356	728666	53.29550334	-6.254564076
13924	15131	Lower Churchtown Road	Churchtown (DunLaoghaire-Rathdown)	E0825028	->N	1056	BCT	8250DB001056	716359	728901	53.29761365	-6.254433009
13925	15131	Lower Churchtown Road	Churchtown (DunLaoghaire-Rathdown)	E0825028	->S2	1033	BCT	8250DB001033	716359	728845	53.29711061	-6.254453524
13926	15132	Lower Churchtown Road	Churchtown (DunLaoghaire-Rathdown)	E0825028	->SW1	1057	BCT	8250DB001057	716452	729125	53.29960538	-6.252956439
13927	15132	Lower Churchtown Road	Churchtown (DunLaoghaire-Rathdown)	E0825028	->SW2	103	BCT	8250DB001032	716464	729140	53.29973748	-6.252771003
13928	15133	Bus Stop at Windy Arbour Luas Station	Windy Arbour	E0825015	->SW	103	BCT	8250DB001031	716583	729354	53.30163365	-6.250908073
13929	15133	Bus Stop at Windy Arbour Luas Station	Windy Arbour	E0825015	->NE	1058	BCT	8250DB001058	716532	729274	53.30092624	-6.251702193
13930	15134	Weston Park	Churchtown (DunLaoghaire-Rathdown)	E0825028	->S	1054	BCT	8250DB001054	716174	728485	53.29391736	-6.257359035
13931	15134	Weston Park	Churchtown (DunLaoghaire-Rathdown)	E0825028	1	1046	BCT	8250DB001046	716174	728423	53.29336042	-6.257381708
13932	15135	Barton Road East	Nutgrove	E0825031	->W	104	BCT	8250DB001049	715859	727717	53.28708743	-6.262361769
13933	15136	Meadow Grove Estate	Nutgrove	E0825031	->E	105	BCT	8250DB001051	715961	727754	53.28739751	-6.260819258
13934	15137	Barton Road East	Nutgrove	E0825031	->E	105	BCT	8250DB001052	716216	727786	53.28762914	-6.256985007
13935	15137	Barton Road East	Nutgrove	E0825031	->W	1048	BCT	8250DB001048	716192	727772	53.28750864	-6.257349897
13936	15138	Beaumont Avenue	Nutgrove	E0825031	->S	1053	BCT	8250DB001053	716222	728047	53.28997235	-6.256799609
13937	15140	Nutgrove Avenue (Whitebarn Road)	Nutgrove	E0825031	->NE	13	BCT	8250DB001311	715706	728282	53.29219617	-6.264449557
13938	15140	Nutgrove Avenue (Whitebarn Road)	Nutgrove	E0825031	->SW	1315	BCT	8250DB001315	715720	728279	53.29216616	-6.26424076
13939	15141	Church Of The Good Shepherd	Nutgrove	E0825031	->NE	131	BCT	8250DB001312	715919	728412	53.29331742	-6.261208808
13940	15142	Milltown Golf Course	Churchtown (DunLaoghaire-Rathdown)	E0825028	->N	105	BCT	8250DB001059	716534	729496	53.30291998	-6.251590729
13941	15143	Churchtown Avenue	Churchtown (DunLaoghaire-Rathdown)	E0825028	->N	1060	BCT	8250DB001060	716454	729691	53.30468921	-6.252718867
13942	15143	Churchtown Avenue	Churchtown (DunLaoghaire-Rathdown)	E0825028	->S	1030	BCT	8250DB001030	716465	729687	53.30465086	-6.252555374
13943	15144	Churchtown Drive	Churchtown (DunLaoghaire-Rathdown)	E0825028	->N	106	BCT	8250DB001061	716373	729876	53.30636882	-6.25386576
13944	15144	Churchtown Drive	Churchtown (DunLaoghaire-Rathdown)	E0825028	->S	102	BCT	8250DB001029	716383	729885	53.30644747	-6.25371249
13945	15145	Stone Park Orchard	Nutgrove	E0825031	->SE	1307	BCT	8250DB001307	714800	728488	53.29424358	-6.277958057
13946	15146	Annsbrook Estate	Clonskeagh	E0822048	->N	87	BCT	8250DB000879	717430	730251	53.3095042	-6.23787531
13947	15150	Braemor Road (near Landscape Gardens)	Churchtown (DunLaoghaire-Rathdown)	E0825028	->SE	1044	BCT	8250DB001044	715891	729135	53.29981815	-6.261364803
13948	15150	Braemor Road (near Landscape Gardens)	Churchtown (DunLaoghaire-Rathdown)	E0825028	->S	1045	BCT	8250DB001045	716008	728994	53.29852597	-6.259661923
13949	15152	Mount Albion Road	Churchtown (DunLaoghaire-Rathdown)	E0825028	->S	1047	BCT	8250DB001047	716243	727999	53.28953657	-6.256502351
13950	15154	Braemor Road (Upper Churchtown Road)	Churchtown (DunLaoghaire-Rathdown)	E0825028	->E2	4710	BCT	8250DB004710	716089	728685	53.29573254	-6.258560323
13951	15154	Braemor Road (Upper Churchtown Road)	Churchtown (DunLaoghaire-Rathdown)	E0825028	->NW	1036	BCT	8250DB001036	716055	728693	53.29581185	-6.259067173
13952	15155	Braemor Road (Redwood Court)	Churchtown (DunLaoghaire-Rathdown)	E0825028	1	1043	BCT	8250DB001043	715690	729297	53.30131728	-6.264319736
13953	15155	Braemor Road (Redwood Court)	Churchtown (DunLaoghaire-Rathdown)	E0825028	->NW	1038	BCT	8250DB001038	715601	729350	53.30181279	-6.265635024
13954	15155	Braemor Road (Redwood Court)	Churchtown (DunLaoghaire-Rathdown)	E0825028	->SE	1037	BCT	8250DB001037	715743	729233	53.3007308	-6.263548312
13955	15156	Mount Carmel Hospital	Churchtown (DunLaoghaire-Rathdown)	E0825028	->NE	2998	BCT	8250DB002998	715713	729651	53.30449219	-6.263845833
13956	15156	Mount Carmel Hospital	Churchtown (DunLaoghaire-Rathdown)	E0825028	->SW	104	BCT	8250DB001042	715701	729633	53.30433312	-6.264032349
13957	15157	Abbey Park	Kill of The Grange	E0825026	->S	2053	BCT	8250DB002053	722670	727638	53.28484623	-6.160297856
13958	15157	Abbey Park	Kill of The Grange	E0825026	->N	2025	BCT	8250DB002025	722654	727644	53.28490383	-6.16053536
13959	15158	Rory O'Connor Park	Kill of The Grange	E0825026	->N	2024	BCT	8250DB002024	722729	727484	53.2834493	-6.159472982
13960	15159	Kill Lane	Deansgrange	E0825025	->NE	20	BCT	8250DB002022	722598	727104	53.28006628	-6.161582978
13961	15160	Abbey Road	Kill of The Grange	E0825026	->N	2023	BCT	8250DB002023	722804	727272	53.28152768	-6.158430762
13962	15161	Vesey Place	Dun Laoghaire	E0825030	->NE	2034	BCT	8250DB002034	723816	728540	53.29268198	-6.142769511
13963	15162	Crofton House	Dun Laoghaire	E0825030	->N	2035	BCT	8250DB002035	723814	728884	53.29577235	-6.142665422
13964	15163	Crofton Avenue	Dun Laoghaire	E0825030	->E	2036	BCT	8250DB002036	724111	728894	53.29579273	-6.13820879
13965	15164	Knapton Court	Dun Laoghaire	E0825030	->NE	2033	BCT	8250DB002033	723778	728405	53.29147824	-6.143391774
13966	15165	Mounttown Park	Dun Laoghaire	E0825030	->N	203	BCT	8250DB002031	723639	727804	53.2861123	-6.145709336
13967	15166	Kendal House	Dun Laoghaire	E0825030	->SW	203	BCT	8250DB002032	723691	728181	53.28948651	-6.144783177
13968	15167	Nutgrove Avenue (Loreto Avenue)	Nutgrove	E0825031	->SE	130	BCT	8250DB001309	715138	728338	53.29282285	-6.272944817
13969	15167	Nutgrove Avenue (Loreto Avenue)	Nutgrove	E0825031	->NW	1318	BCT	8250DB001318	715181	728307	53.29253504	-6.272311383
13970	15168	Woodbine Road	Booterstown	E0825027	->SE	2007	BCT	8250DB002007	718884	730213	53.30883866	-6.216082708
13971	15169	Stillorgan Road	Booterstown	E0825027	->SE	2008	BCT	8250DB002008	719222	729859	53.30558289	-6.211146501
13972	15171	Nutgrove Avenue	Nutgrove	E0825031	->NE	1313	BCT	8250DB001313	716077	728514	53.2941991	-6.258802728
