	Stop number	Name without locality	Locality	Locality number	Code	Stop No	NaPTAN stop class	NaPTANId	Easting	Northing	lat	lon
0	1	Pearse Street (Pearse Avenue)	Sallynoggin	E0825024	->NE2	3234	BCT	8250DB003234	724091	726427	53.27363814	-6.139471738
1	1	Pearse Street (Pearse Avenue)	Sallynoggin	E0825024	->SW1	3210	BCT	8250DB003210	724087	726412	53.27350434	-6.139537529
4	3	Clontarf Road Junction Strandville Avenu	Clontarf	E0822038	1	174	BCT	8220DB001741	718428	736222	53.36291727	-6.220675909
6	4	College Green	Dublin City South	E0822091	2	135	BCT	8220DB001359	715770	734095	53.34439941	-6.26136859
8	4	College Green	Dublin City South	E0822091	4	45	BCT	8220DB004522	715821	734081	53.34426249	-6.26060818
9	4	College Green	Dublin City South	E0822091	5	127	BCT	8220DB001279	715748	734079	53.34426049	-6.261704666
10	4	College Green	Dublin City South	E0822091	6	1278	BCT	8220DB001278	715775	734077	53.34423662	-6.261300118
12	4	College Green	Dublin City South	E0822091	8	45	BCT	8220DB004521	715850	734086	53.34430106	-6.260171051
13	5	Howth Road (Blackbanks)	Raheny	E0822042	->E2	54	BCT	8220DB000541	722942	738447	53.38187271	-6.152028068
14	5	Howth Road (Blackbanks)	Raheny	E0822042	->W	593	BCT	8220DB000593	723001	738458	53.38195778	-6.151137449
18	7	"Beneavin Road, Junction Beneavin Park"	Glasnevin	E0822022	->E	168	BCT	8220DB000168	714115	739049	53.38925997	-6.284423735
19	7	"Beneavin Road, Junction Beneavin Park"	Glasnevin	E0822022	->W2	165	BCT	8220DB000165	714159	739025	53.38903487	-6.283771249
20	8	D4 Hotels	Dublin City South	E0822091	1	7437	BCT	8220DB007437	717674	732911	53.33334403	-6.233228892
42	15	Wellington Lane (Wellington Green	Templeogue	E0823019	->N	100	BCT	8230DB000100	711816	729400	53.3030739	-6.322376751
47	17	Boghall Road (Cherry Tree Drive)	Bray	E0835048	->E	4138	BCT	8350DB004138	726575	717012	53.18848422	-6.105987716
48	17	Boghall Road (Cherry Tree Drive)	Bray	E0835048	->E2	4145	BCT	8350DB004145	726580	717020	53.18855489	-6.105909775
66	25	Monkstown	Monkstown (DunLaoghaire-Rathdown)	E0825023	2	3073	BCT	8250DB003073	722985	728641	53.29378259	-6.155188246
79	32	Westmoreland Street (O'Connell Bridge)	Dublin City South	E0822091	->S1	318	BCT	8220DB000318	715916	734311	53.34630773	-6.259098017
81	33	Phibsboro Road (Monck Place)	Dublin Airport	E0824041	->N	197	BCT	8220DB000197	714941	735695	53.35895263	-6.273231374
82	34	Woodford Walk (Woodford Grove)	Dublin Airport	E0824041	->SE	1965	BCT	8230DB001965	707970	731626	53.32386831	-6.37929675
95	39	Ballycullen Road (Hunter's Avenue)	Knocklyon	E0823008	->NW	628	BCT	8230DB006282	711459	725892	53.27163607	-6.328960789
97	40	All Saints Road (Sybill Hill Ave)	Raheny	E0822042	->E	650	BCT	8220DB000650	720732	737670	53.37540285	-6.185525483
98	40	All Saints Road (Sybill Hill Ave)	Raheny	E0822042	->W2	65	BCT	8220DB000659	720709	737651	53.37523744	-6.185878213
100	41	Grange Road (Tara Hill Road)	Rathfarnham	E0823016	->N	1327	BCT	8230DB001327	714503	728141	53.29119071	-6.282536031
101	42	Grange Road (Highfield Avenue)	Rathfarnham	E0823016	1	296	BCT	8250DB002969	715345	726843	53.2793484	-6.27038395
102	42	Grange Road (Highfield Avenue)	Rathfarnham	E0823016	->NW	297	BCT	8250DB002979	715480	726754	53.27851955	-6.26839294
103	43	Broadford Road (Stone Masons Way)	Ballinteer	E0825006	->W	285	BCT	8250DB002852	715970	727008	53.28069431	-6.260956512
104	43	Broadford Road (Stone Masons Way)	Ballinteer	E0825006	->E	2853	BCT	8250DB002853	715968	727021	53.28081153	-6.260981746
128	56	Kilbarron Road (Cromcastle Drive)	Kilmore (Dublin City)	E0822040	->W1	1228	BCT	8220DB001228	718549	739487	53.39221813	-6.217634406
129	56	Kilbarron Road (Cromcastle Drive)	Kilmore (Dublin City)	E0822040	->E	1237	BCT	8220DB001237	718452	739534	53.39266206	-6.219074385
148	66	Radisson Hotel Stillorgan Road	Booterstown	E0825027	1	200	BCT	8250DB002009	719449	729613	53.30332206	-6.207834882
149	66	Radisson Hotel Stillorgan Road	Booterstown	E0825027	2	2070	BCT	8250DB002070	719429	729597	53.30318284	-6.208140812
154	68	N11 Opp. R.T.E.	Donnybrook	E0822030	->NW	770	BCT	8220DB000770	718225	730842	53.31463619	-6.225731811
188	84	"Merrion Road, RDS"	Ballsbridge	E0822029	2	486	BCT	8220DB000486	717978	732368	53.3283988	-6.228869088
189	84	"Merrion Road, RDS"	Ballsbridge	E0822029	3	485	BCT	8220DB000485	717986	732363	53.3283521	-6.228750913
190	84	"Merrion Road, RDS"	Ballsbridge	E0822029	4	416	BCT	8220DB000416	717944	732394	53.32863992	-6.229369569
195	87	The 02 Arena (Point Depot)	Docklands	E0822073	1	73	BCT	8220DB007399	718050	734593	53.34836911	-6.22695976
198	87	The 02 Arena (Point Depot)	Docklands	E0822073	4	2507	BCT	8220DB002507	718039	734574	53.3482009	-6.22713197
216	93	Dublin Road (Malahide Road)	Swords	E0824015	->S1	36	BCT	8240DB003691	718127	746675	53.45687872	-6.221282007
237	104	Fonthill Road - Foxdene	Ronanstown	E0823021	1	268	BCT	8230DB002681	706032	733548	53.34152608	-6.407732026
238	104	Fonthill Road - Foxdene	Ronanstown	E0823021	2	267	BCT	8230DB002679	706016	733551	53.34155623	-6.40797119
250	110	Griffith Avenue (Malahide Road)	Marino	E0822032	->SE	1490	BCT	8220DB001490	717887	736872	53.36887682	-6.228557662
251	110	Griffith Avenue (Malahide Road)	Marino	E0822032	->W	14	BCT	8220DB001491	717949	736828	53.36846776	-6.22764291
277	116	Suffolk Street	Dublin City South	E0822091	4	794	BCT	8220DB000794	715845	734002	53.3435476	-6.260276826
278	116	Suffolk Street	Dublin City South	E0822091	5	484	BCT	8220DB004842	715875	733984	53.34337934	-6.259833108
299	126	Trinity College	Trinity College	E0822090	10	348	BCT	8220DB000348	715975	734203	53.34532466	-6.258251915
300	126	Trinity College	Trinity College	E0822090	1	347	BCT	8220DB000347	716011	734222	53.34548745	-6.257704571
302	126	Trinity College	Trinity College	E0822090	3	51	BCT	8220DB005191	716019	734225	53.34551264	-6.257583385
303	126	Trinity College	Trinity College	E0822090	4	34	BCT	8220DB000342	716064	734223	53.34548481	-6.256908634
304	126	Trinity College	Trinity College	E0822090	5	40	BCT	8220DB000401	715921	734064	53.34408789	-6.259113368
305	126	Trinity College	Trinity College	E0822090	6	34	BCT	8220DB000349	715960	734195	53.34525609	-6.258480005
306	126	Trinity College	Trinity College	E0822090	7	40	BCT	8220DB000402	715918	734043	53.34389991	-6.259166085
314	128	Merrion Square North	Merrion Square	E0822065	3	408	BCT	8220DB000408	716534	733732	53.340971	-6.250034249
322	132	Merrion Square West	Merrion Square	E0822065	->SE	2905	BCT	8220DB002905	716422	733639	53.34016025	-6.251749447
325	132	Merrion Square West	Merrion Square	E0822065	6	2810	BCT	8220DB002810	716478	733711	53.34079469	-6.25088248
378	157	Clonkeen Road (Monaloe Crescent)	Naas	E0826019	->S	3125	BCT	8250DB003125	722847	725686	53.26727165	-6.158398881
379	157	Clonkeen Road (Monaloe Crescent)	Naas	E0826019	->N	315	BCT	8250DB003152	722837	725701	53.2674087	-6.158542915
386	160	Spawell Roundabout	Templeogue	E0823019	->E	25	BCT	8230DB002599	711911	728330	53.29344189	-6.32132913
387	160	Spawell Roundabout	Templeogue	E0823019	->W	255	BCT	8230DB002551	711895	728288	53.29306798	-6.321583811
396	163	Rathfarham Road - Opposite Castle	Rathfarnham	E0823016	->NE	133	BCT	8230DB001331	714344	728953	53.29851919	-6.284627464
399	165	Merrion Square South	Merrion Square	E0822065	9	7390	BCT	8220DB007390	716465	733569	53.339522	-6.2511298
400	165	Merrion Square South	Merrion Square	E0822065	10	7387	BCT	8220DB007387	716487	733565	53.33948123	-6.250801082
401	165	Merrion Square South	Merrion Square	E0822065	11	7385	BCT	8220DB007385	716501	733545	53.33929849	-6.250598316
402	165	Merrion Square South	Merrion Square	E0822065	12	73	BCT	8220DB007391	716547	733523	53.33909075	-6.249916017
403	165	Merrion Square South	Merrion Square	E0822065	13	468	BCT	8220DB004681	716438	733592	53.33973454	-6.25152658
407	167	Burlington Road (Mespil Road)	Dublin City South	E0822091	1	733	BCT	8220DB007339	716790	732785	53.33240794	-6.246540962
408	167	Burlington Road (Mespil Road)	Dublin City South	E0822091	3	7333	BCT	8220DB007333	716755	732850	53.33299953	-6.24704223
420	174	Lucan Village (Sarsfield Road)	Lucan	E0823011	1	337	BCT	8230DB003372	703308	735162	53.35656433	-6.448094691
421	174	Lucan Village (Sarsfield Road)	Lucan	E0823011	2	3367	BCT	8230DB003367	703264	735146	53.35642918	-6.448760619
489	208	Abbeyvale Brackenstown Road	Knocksedan	E0824037	1	4843	BCT	8240DB004843	716186	746937	53.45966357	-6.250397107
497	213	Killinarden Heights (Donomore Avenue)	Jobstown	E0823005	->W	2564	BCT	8230DB002564	707273	726033	53.2737655	-6.391643858
498	213	Killinarden Heights (Donomore Avenue)	Jobstown	E0823005	->E	2568	BCT	8230DB002568	707347	726030	53.27372358	-6.390535859
529	232	Ballygall Road/Avenue	Finglas	E0822024	1	7458	BCT	825000012	713707	739129	53.39006655	-6.290525706
557	243	Applewood Glen Ellan Road Swords	Broadmeadow	E0824038	3	491	BCT	8240DB004919	717391	748072	53.46959165	-6.231837168
558	243	Applewood Glen Ellan Road Swords	Broadmeadow	E0824038	4	4	BCT	8240DB004922	717457	748053	53.46940628	-6.230850684
570	250	Ardcian Murrough Road	Knocksedan	E0824037	->S	490	BCT	8240DB004909	716871	747628	53.46571903	-6.239830477
572	250	Ardcian Murrough Road	Knocksedan	E0824037	2	4	BCT	8240DB004911	716883	747616	53.46560858	-6.239654302
622	282	Quinnsborough Road (Seymour Rd)	Bray	E0835048	->E2	4156	BCT	8350DB004156	726685	718850	53.20496738	-6.103614006
780	339	Jamestown Road (Seamus Ennis Road)	Glasnevin	E0822022	->N	45	BCT	8220DB004592	713178	739074	53.38968607	-6.298494559
781	339	Jamestown Road (Seamus Ennis Road)	Glasnevin	E0822022	1	7474	BCT	8250DB007474	713171	739044	53.38941808	-6.298610494
809	348	Superquinn Castle Street	Bray	E0835048	2	4154	BCT	8350DB004154	726114	719020	53.20663005	-6.112089255
810	348	Superquinn Castle Street	Bray	E0835048	3	413	BCT	8350DB004131	726154	719011	53.20653972	-6.111494371
836	361	Kylemore Road (Kylemore Avenue)	Ballyfermot	E0822002	->N1	265	BCT	8220DB002652	710001	733340	53.33884761	-6.348228982
857	373	Lower Glenageary Road (Corrig Road)	Dun Laoghaire	E0825030	->N	3240	BCT	8250DB003240	724600	727947	53.28717187	-6.131248929
864	378	Lucan Road (Chapelizod Hill Rd)	Chapelizod	E0822005	->NW	2197	BCT	8220DB002197	710076	734379	53.34816555	-6.346742215
869	381	Dynam Road (Foxwood Estate)	Swords	E0824015	->SE	3655	BCT	8240DB003655	718684	746244	53.45288219	-6.213061925
909	400	Monastery Road (Naas Road)	Clondalkin	E0823022	->W2	1975	BCT	8230DB001975	708443	730976	53.3179325	-6.372422074
982	426	Monkstown Road (Alma Road)	Monkstown (DunLaoghaire-Rathdown)	E0825023	->E	3037	BCT	8250DB003037	722276	728814	53.29550052	-6.165750879
989	429	Mount Merrion Avenue (Woodlands Park)	Stillorgan	E0825009	->SW1	434	BCT	8250DB000434	720022	729019	53.29785698	-6.199466964
996	433	Outside Train Station	Bray	E0835048	->S1	416	BCT	8350DB004169	726863	718779	53.20428723	-6.100979273
997	433	Outside Train Station	Bray	E0835048	->S2	4167	BCT	8350DB004167	726849	718814	53.20460494	-6.101174814
998	433	Outside Train Station	Bray	E0835048	->S3	4168	BCT	8350DB004168	726858	718788	53.20436926	-6.101050499
1001	434	Seapark Road (Seafield Road)	Dollymount	E0822041	->S2	176	BCT	8220DB001761	720597	736379	53.3638374	-6.18804558
1047	452	Bus Stop Zones	Dublin Airport	E0824041	1	3668	BCT	8240DB003668	716813	743596	53.4295143	-6.242199828
1049	452	Bus Stop Zones	Dublin Airport	E0824041	3	3666	BCT	8240DB003666	716678	743450	53.42823272	-6.244284316
1078	452	Bus Stop Zones	Dublin Airport	E0824041	32	3665	BCT	8240DB003665	716688	743437	53.42811373	-6.244138732
1079	452	Bus Stop Zones	Dublin Airport	E0824041	33	4452	BCT	8240DB004452	716825	743429	53.42801156	-6.242081256
1080	452	Bus Stop Zones	Dublin Airport	E0824041	34	3667	BCT	8240DB003667	716834	743402	53.42776704	-6.241955908
1081	452	Bus Stop Zones	Dublin Airport	E0824041	35	7348	BCT	8240DB007348	716855	743401	53.4277534	-6.241640448
1082	452	Bus Stop Zones	Dublin Airport	E0824041	36	7347	BCT	8240DB007347	716827	743430	53.4280201	-6.242050806
1091	452	Bus Stop Zones	Dublin Airport	E0824041	45	"7401, Zone 17"	BCT	8240DB007401	716952	743287	53.4267079	-6.240223913
1092	452	Bus Stop Zones	Dublin Airport	E0824041	47	"7400, Zone 17"	BCT	8240DB007400	717015	743305	53.42685562	-6.23926976
1131	474	Sallynoggin Road (Pearse Street)	Sallynoggin	E0825024	->SW1	324	BCT	8250DB003241	723945	726826	53.2772562	-6.141503994
1132	474	Sallynoggin Road (Pearse Street)	Sallynoggin	E0825024	->SW2	3206	BCT	8250DB003206	724073	726938	53.2782323	-6.139542103
1133	475	Sandyford Road (Greenlands)	Sandyford	E0825011	->N1	7176	BCT	8250DB007176	718119	726262	53.27351904	-6.229024705
1192	499	Sandyford Road (M50 Bridge)	Sandyford	E0825011	1	7375	BCT	8250DB007375	718153	726189	53.27285573	-6.228542322
1214	511	Kildare Street (Natural History Museum)	Merrion Square	E0822065	->S	746	BCT	8220DB000746	716167	733629	53.34012645	-6.255580373
1224	515	Finglas Village (Seamus Ennis Road)	Finglas	E0822024	->NW	1514	BCT	8220DB001514	713077	739047	53.38946516	-6.300021914
1323	566	Cianlea Murrough Road Swords	Knocksedan	E0824037	->SW	4910	BCT	8240DB004910	716911	747731	53.46663536	-6.23919006
1347	572	South Circular Road (Carlisle St)	Kelly's Corner	E0822076	->E2	134	BCT	8220DB001349	715169	732743	53.33238573	-6.270881323
1369	580	Clare Street	Dublin City South	E0822091	1	494	BCT	8220DB000494	716427	733770	53.34133589	-6.251626258
1518	630	Ashtown Road	Rathborne	99040494	1	7523	BCT	8220DB007253	711048	737607	53.37695988	-6.331017251
1521	632	Stillorgan Road (Sycamore Crescent)	Mount Merrion	E0825018	->N1	2068	BCT	8250DB002068	719705	728907	53.29692261	-6.204262149
1581	657	Charlestown	Charlestown (Dublin City)	E0822061	1	7524	BCT	8250DB007524	712622	740634	53.40381823	-6.306292934
1599	666	Stillorgan Road (Trees Road)	Mount Merrion	E0825018	->N2	46	BCT	8250DB000461	719759	728672	53.2947995	-6.203541111
1635	682	Swords Road (Millview Road)	Malahide	E0824009	->SE	508	BCT	8240DB005081	720899	745794	53.44833687	-6.179903456
1636	682	Swords Road (Millview Road)	Malahide	E0824009	->SE1	508	BCT	8240DB005082	721128	745673	53.44719747	-6.176504409
1717	714	Davenport Hotel Merrion Street	Merrion Square	E0822065	2	483	BCT	8220DB004839	716511	733796	53.34155096	-6.250355919
1830	767	Custom House	Docklands	E0822073	3	407	BCT	8220DB000407	716258	734550	53.34837959	-6.253876506
1846	773	Dublin Road (near junction Boroimhe)	Rathingle	E0824040	->S	3696	BCT	8240DB003696	717719	745140	53.44318191	-6.227996447
1847	773	Dublin Road (near junction Boroimhe)	Rathingle	E0824040	->N	3675	BCT	8240DB003675	717696	745157	53.44333974	-6.228336126
1892	793	Hillcrest Park (Glasnevin Park)	Glasnevin North	E0822023	1	7220	BCT	8220DB007270	714719	739021	53.38887766	-6.275358019
1912	801	Charlesland Road (Seaborne View Apts)	Delgany	E0835044	1	746	BCT	8350DB007462	729661	710432	53.12863944	-6.0625027
2136	875	Garda Station O'Connell Street	Dublin	E0822013	4	6060	BCT	8220DB006060	715758	734900	53.35163317	-6.261254436
2396	997	IFSC Custom House Quays	Docklands	E0822073	5	2498	BCT	8220DB002498	716509	734541	53.34824354	-6.250111878
2465	1029	Jugback Lane Glen Ellan Road Swords	Broadmeadow	E0824038	1	4918	BCT	8240DB004918	717674	747954	53.46846859	-6.22762098
2466	1029	Jugback Lane Glen Ellan Road Swords	Broadmeadow	E0824038	2	4923	BCT	8240DB004923	717646	747978	53.46869043	-6.228033507
2469	1031	Jury's Inn Custom House Quay	Docklands	E0822073	10	24	BCT	8220DB002499	716708	734533	53.34812783	-6.24712751
2471	1031	Jury's Inn Custom House Quay	Docklands	E0822073	6	625	BCT	8220DB006252	716696	734531	53.34811251	-6.247308386
2769	1141	Laurelton Estate Glen Ellan Road	Broadmeadow	E0824038	3	4	BCT	8240DB004921	717063	747915	53.46825439	-6.236833449
2770	1141	Laurelton Estate Glen Ellan Road	Broadmeadow	E0824038	4	4920	BCT	8240DB004920	717099	747929	53.46837214	-6.236286296
2793	1152	Leeson Street Upper	Ranelagh	E0822020	1	906	BCT	8220DB000906	716727	732383	53.32881077	-6.247634377
2860	1176	Lios Cian Murrough Road	Knocksedan	E0824037	3	491	BCT	8240DB004912	716905	747453	53.46413955	-6.239383737
2861	1176	Lios Cian Murrough Road	Knocksedan	E0824037	4	4908	BCT	8240DB004908	716897	747431	53.46394371	-6.239512334
2886	1188	Long Mile Road	Drimnagh	E0822008	1	614	BCT	8230DB006142	710372	731666	53.32373253	-6.343243512
2887	1188	Long Mile Road	Drimnagh	E0822008	2	6140	BCT	8220DB006140	710396	731644	53.3235299	-6.34289108
2972	1231	Main Street (Quinnsborough Road)	Bray	E0835048	1	4153	BCT	8350DB004153	726294	718822	53.20480886	-6.109474582
2973	1231	Main Street (Quinnsborough Road)	Bray	E0835048	2	7294	BCT	8350DB007294	726307	718738	53.20405126	-6.109313317
3026	1253	Main Street (Jayle Lane)	Rathcoole (South Dublin)	E0823015	->W1	344	BCT	8230DB003441	701839	726740	53.28118788	-6.472857459
3055	1264	Malahide Road (Pavilions)	Swords	E0824015	2	6054	BCT	8240DB006054	718492	746390	53.45423681	-6.21589621
3056	1264	Malahide Road (Pavilions)	Swords	E0824015	3	6117	BCT	8240DB006117	718492	746390	53.45423681	-6.21589621
3265	1360	Mount Merrion Avenue	Blackrock (DunLaoghaire-Rathdown)	E0825014	4	430	BCT	8250DB000430	720915	729444	53.30147162	-6.185915967
3528	1490	Delgany Road (Chapel Road)	Delgany	E0835044	->W	735	BCT	8350DB007351	727810	710810	53.13248146	-6.089994276
3529	1490	Delgany Road (Chapel Road)	Delgany	E0835044	->E	4243	BCT	8350DB004243	727814	710819	53.13256134	-6.08993095
3655	1553	Community School	Rathcoole (South Dublin)	E0823015	2	5126	BCT	8230DB005126	701369	726301	53.27733399	-6.480042655
3753	1589	RTE	Donnybrook	E0822030	->SE	76	BCT	8220DB000762	718316	730831	53.31451706	-6.224370944
3803	1616	Scoil Chronain Rathcoole	Rathcoole (South Dublin)	E0823015	->E	3446	BCT	8230DB003446	702167	726789	53.28156501	-6.46792506
3917	1668	Southern Cross Road (Earlsfort)	Bray	E0835048	7	7365	BCT	8350DB007365	726678	716662	53.18531593	-6.104586066
3993	1702	St Stephens Green North	Stephen's Green	E0822066	->NW4	4967	BCT	8220DB004967	716012	733514	53.33912742	-6.257948858
3995	1702	St Stephens Green North	Stephen's Green	E0822066	7	790	BCT	8220DB000790	716013	733534	53.33930686	-6.257926526
4057	1730	Swords Manor Brackenstown Road Swords	Knocksedan	E0824037	1	4905	BCT	8240DB004905	716534	746979	53.45996401	-6.245143835
4059	1730	Swords Manor Brackenstown Road Swords	Knocksedan	E0824037	3	4915	BCT	8240DB004915	716544	746968	53.45986299	-6.2449974
4067	1732	Outside Train Station	Heuston Station	E0822085	2	4320	BCT	8220DB004320	713719	734295	53.34664066	-6.292083514
4068	1732	Outside Train Station	Heuston Station	E0822085	3	2637	BCT	8220DB002637	713603	734208	53.34588406	-6.29385605
4069	1732	Outside Train Station	Heuston Station	E0822085	4	4425	BCT	8220DB004425	713726	734268	53.34639662	-6.29198813
4070	1732	Outside Train Station	Heuston Station	E0822085	5	4413	BCT	8220DB004413	713678	734241	53.34616439	-6.292718367
4150	1770	The Convention Centre	Docklands	E0822073	5	7466	BCT	8220PB003854	717200	734466	53.34741725	-6.239766626
4178	1782	The Gallops Murrough Road	Knocksedan	E0824037	1	4907	BCT	8240DB004907	716874	747274	53.46253856	-6.239916886
4364	1861	Link Road (Deansgrange Road)	Deansgrange	E0825025	->E	6085	BCT	8250DB006085	722294	727802	53.28640618	-6.165870519
4365	1861	Link Road (Deansgrange Road)	Deansgrange	E0825025	->W	6086	BCT	8250DB006086	722285	727797	53.28636334	-6.166007346
4440	1885	Ballymun Road (Glasnevin Avenue)	Wadelai	E0822063	->N1		BCT	8220DB000091	715382	738987	53.38842789	-6.265408142
4441	1886	Ballymun Road (St.Pappin's Road)	Wadelai	E0822063	->N2	90	BCT	8220DB000090	715397	738760	53.38638553	-6.265265673
4455	1894	Valley View Murrough Road Swords	Knocksedan	E0824037	1	4906	BCT	8240DB004906	716781	747066	53.46069081	-6.241393943
4456	1894	Valley View Murrough Road Swords	Knocksedan	E0824037	2	4913	BCT	8240DB004913	716848	747171	53.46161913	-6.240346503
4459	1895	St.James's Road (St.Peter's Road)	Walkinstown	E0822004	->NE	246	BCT	8230DB002462	711278	730584	53.31382319	-6.330029732
4461	1897	Upper Dorset St (Temple Street)	Ballybough	E0822053	->SW2	5	BCT	8220DB000051	715608	735604	53.35798985	-6.263249251
4901	2164	Dundrum LUAS Stop	Dundrum (Dun Laoghaire-Rathdown)	E0825002	->W	604	BCT	8250DB006041	716927	728361	53.29263797	-6.246115252
4915	2178	Citywest Road Citywest Shopping Centre	Citywest	E0823028	1	7460	BCT	8250DB007460	705258	726975	53.28263162	-6.421530473
4916	2179	Charlesland Road Charlesland Shopping Ctr	Greystones	E0835045	1	746	BCT	8350DB007461	729640	710450	53.12880622	-6.062809029
4918	2180	Tonlegee Avenue Junction Edenmore Avenue	Edenmore	E0822044	2	7463	BCT	8220DB007463	720808	739245	53.3895327	-6.183781798
4920	2182	Temple View Vale Road at Roundabout	Clare Hall	E0822094	1	7470	BCT	8220DB007470	722124	740360	53.39924538	-6.16357703
4921	2183	Tolka Valley Road at Cloonlara	Finglas South	E0822062	1	747	BCT	8220DB007471	713556	737906	53.37911297	-6.293234281
4922	2184	Rochestown Avenue Opposite Killiney Shop	Sallynoggin	E0825024	1	747	BCT	8250DB007472	724290	725716	53.26720516	-6.136767585
4923	2185	Fonthill Road at Foxdene Estate	Ronanstown	E0823021	->S	2680	BCT	8230DB002680	706022	733240	53.33876117	-6.407985208
4924	2185	Fonthill Road at Foxdene Estate	Ronanstown	E0823021	1	7473	BCT	8230DB007473	706002	733272	53.33905265	-6.408274692
4926	2187	Clontarf Road Junction Alfie Byrne Road	Clontarf	E0822038	1	1738	BCT	8220DB001738	718491	736221	53.36289418	-6.219730239
4928	2189	Outside Connolly Station	Connolly Station	E0822081	1	497	BCT	8220DB000497	716464	734794	53.35052608	-6.250694343
4930	2189	Outside Connolly Station	Connolly Station	E0822081	3	4415	BCT	8220DB004415	716482	734798	53.35055804	-6.250422647
4933	2189	Outside Connolly Station	Connolly Station	E0822081	6	1500	BCT	8220DB001500	716502	734850	53.35102074	-6.250103263
4959	2190	Busáras	Dublin Busáras	E0822099	4	496	BCT	8220DB000496	716362	734680	53.34952448	-6.252267513
4960	2190	Busáras	Dublin Busáras	E0822099	5	4717	BCT	8220DB004717	716347	734672	53.34945592	-6.252495634
4961	2191	Amiens Street Junction Upper Sheriff Str	Connolly Station	E0822081	8	675	BCT	8220DB000675	716602	735057	53.35285814	-6.248525759
5636	2578	Dublin Road (James Larkin Road)	Kilbarrack	E0822043	1	5		8220DB000592	723172	738547	53.38271738	-6.148533882
5753	10042	Russborough House	County Kildare	E0826056	->S	7207	BCT	8350DB007207	696306	711017	53.14096142	-6.560542008
5754	10042	Russborough House	County Kildare	E0826056	->N	7208	BCT	8350DB007208	696297	711029	53.14107086	-6.560672877
5755	10043	Valleymount Road R758	County Wicklow	E0835049	->S	7248	BCT	8350DB007248	696647	712182	53.15136651	-6.555095623
5756	10043	Valleymount Road R758	County Wicklow	E0835049	->N	724	BCT	8350DB007249	696647	712199	53.15151924	-6.555090494
5757	10044	Golf Course	Enniskerry	E0835047	->SW	613	BCT	8350DB006139	720548	717632	53.19545268	-6.195889087
5758	10045	Ard Chualann Court	Bray	E0835048	->W	6063	BCT	8350DB006063	725286	718534	53.20246031	-6.124667663
5759	10046	Ashridge Green	Enniskerry	E0835047	->NW	4117	BCT	8350DB004117	721811	718234	53.20057258	-6.176768049
5760	10046	Ashridge Green	Enniskerry	E0835047	->SE	6097	BCT	8350DB006097	721837	718206	53.20031511	-6.176389783
5761	10047	Kilcoole Golf Club	Kilcoole	E0835042	->S	7296	BCT	8350DB007296	729410	707083	53.09861914	-6.067600627
5762	10047	Kilcoole Golf Club	Kilcoole	E0835042	->N	6137	BCT	8350DB006137	729429	707153	53.09924328	-6.067288899
5763	10048	Newcastle Hospital	Newcastle (Wicklow)	E0835040	->SE1	6138	BCT	8350DB006138	727144	705030	53.08072266	-6.102228623
5764	10048	Newcastle Hospital	Newcastle (Wicklow)	E0835040	->SE2	4656	BCT	8350DB004656	727266	704896	53.07948998	-6.100461726
5765	10048	Newcastle Hospital	Newcastle (Wicklow)	E0835040	->NW	4657	BCT	8350DB004657	727211	704933	53.07983542	-6.10126752
5768	10049	Bridge	County Wicklow	E0835049	->SW	7255	BCT	8350DB007255	697881	711913	53.14872452	-6.536735635
5769	10049	Bridge	County Wicklow	E0835049	->S	7254	BCT	8350DB007254	697906	711958	53.14912422	-6.536348283
5770	10050	Valleymount Road R758	Valleymount	E0835016	->S	7257	BCT	8350DB007257	698571	709821	53.12980228	-6.527067423
5771	10050	Valleymount Road R758	Valleymount	E0835016	->N	7256	BCT	8350DB007256	698555	709827	53.12985914	-6.527304579
5772	10051	Pollaphuca	Valleymount	E0835016	->NE	725	BCT	8350DB007259	697997	708840	53.12109443	-6.535941152
5773	10051	Pollaphuca	Valleymount	E0835016	->SW	7258	BCT	8350DB007258	697998	708834	53.12104034	-6.535928049
5774	10052	Baltinglass Road (Blessington)	Blessington	E0835037	->NE	725	BCT	8350DB007251	697814	714023	53.16769366	-6.537092437
5775	10052	Baltinglass Road (Blessington)	Blessington	E0835037	->SW	7250	BCT	8350DB007250	697833	714027	53.1677261	-6.536807152
5776	10053	Baltinglass Road N81	County Wicklow	E0835049	->SW	725	BCT	8350DB007252	697367	713543	53.1634631	-6.543921407
5777	10053	Baltinglass Road N81	County Wicklow	E0835049	->NE	7253	BCT	8350DB007253	697361	713557	53.16358997	-6.544006845
5778	10055	Hazelwood Estate	Bray	E0835048	->E	606	BCT	8350DB006062	725097	718549	53.20263952	-6.127489163
5779	10056	Wolfe Tone Square	Bray	E0835048	->N1	508	BCT	8350DB005089	726341	717210	53.1903183	-6.109408847
5780	10056	Wolfe Tone Square	Bray	E0835048	->N2	4147	BCT	8350DB004147	726339	717229	53.19048944	-6.109431248
5781	10057	Ballywaltrim Heights	Bray	E0835048	->SW	50	BCT	8350DB005091	725141	716909	53.18789812	-6.127473161
5782	10059	Arduan	Kilbride ((nr Blessington) Wicklow)	E0835008	->NE	4067	BCT	8350DB004067	702134	719922	53.21987918	-6.470621826
5783	10059	Arduan	Kilbride ((nr Blessington) Wicklow)	E0835008	->SW	5110	BCT	8350DB005110	702188	719967	53.22027308	-6.469799122
